Level,Engagement Score,Engagement Time (s),Predicted Time (s),Future Performance
Starting Vehicle,75.86542165860801,38.06622363889734,67.25635313170201,Good
Turning,79.20509325839828,75.40200823279197,100.9237047221401,Good
Stopping Vehicle,35.67851582544502,67.43416089828666,93.17464840882457,Needs Improvement
Turning,39.040003773589405,52.6348147247495,73.62778949854876,Needs Improvement
Starting Vehicle,90.60417822221552,26.726436889269337,42.88406089177613,Excellent
Starting Vehicle,44.062546033499565,50.538613206382195,73.00997310033455,Needs Improvement
Stopping Vehicle,42.97833260627503,90.32161613129098,114.40257258868013,Needs Improvement
Starting Vehicle,64.87798385783319,36.48541762306318,54.69195903292467,Needs Improvement
Stopping Vehicle,41.041257328121056,66.84929886943598,90.48586306598217,Needs Improvement
Navigating Turns,53.50161215304148,84.24814929022864,130.27071025637423,Excellent
Stopping Vehicle,65.48642003994827,60.25121330572912,85.64451145376006,Excellent
Starting Vehicle,89.74099190995703,37.55928721106591,69.94489548322201,Excellent
Turning,86.51434937001855,43.89417440166723,71.10061344781498,Excellent
Stopping Vehicle,64.54412200777315,96.1448986380976,134.32868038947007,Needs Improvement
Starting Vehicle,54.63896981407207,49.851768752347766,71.97214736079471,Needs Improvement
Stopping Vehicle,54.53727606134385,76.92314008231371,105.8791382517468,Needs Improvement
Stopping Vehicle,56.742194948409875,67.64601255450356,96.76868033272417,Needs Improvement
Starting Vehicle,55.58082159047901,54.760916893833794,77.44768037277893,Needs Improvement
Stopping Vehicle,77.35511129304096,96.04313006481793,137.8817257307329,Good
Stopping Vehicle,47.597166632854744,67.47375545358511,89.09583736918852,Needs Improvement
Starting Vehicle,61.21551318997052,58.38605337566323,82.12442801733839,Needs Improvement
Starting Vehicle,54.60011402681282,35.537303245921926,47.53449390379819,Needs Improvement
Starting Vehicle,36.42254417244543,51.934809657918116,84.47693231011796,Needs Improvement
Turning,28.859155260225435,53.153972795861364,90.28856226924586,Needs Improvement
Stopping Vehicle,80.17463459809255,72.500604547188,105.66794963820614,Excellent
Starting Vehicle,98.25262531173534,40.450189472937986,52.462557065593344,Excellent
Starting Vehicle,65.22493905158483,57.44671252944494,84.97186305968403,Needs Improvement
Turning,59.53210980894986,50.8862735984408,67.6627043020836,Needs Improvement
Stopping Vehicle,57.26627487388035,74.55764133686208,114.24395984670112,Needs Improvement
Starting Vehicle,60.47576714105452,52.39137679902172,71.17888583587482,Needs Improvement
Turning,38.590214207829746,78.66830698738418,102.38417906968678,Needs Improvement
Navigating Turns,52.008767585276075,93.2636591429565,120.95062716030651,Needs Improvement
Starting Vehicle,70.00045006783368,24.8346826243003,40.73870300032543,Good
Starting Vehicle,85.03009693940439,50.71137255180089,67.77307715577962,Excellent
Turning,42.695814296600425,46.058424867327254,69.49890398687076,Needs Improvement
Starting Vehicle,48.1280894139025,41.39843438951672,71.77660876698548,Needs Improvement
Stopping Vehicle,31.430206585645617,65.40246056746952,104.21013742780325,Needs Improvement
Starting Vehicle,53.99536116842476,33.25139830819632,57.7037372771217,Needs Improvement
Turning,72.92897309776825,56.66083794392997,83.65263378637954,Good
Starting Vehicle,65.26244265602523,40.95125202926799,62.14225015792259,Needs Improvement
Starting Vehicle,83.82601272300057,54.85228134727924,84.56191248915805,Excellent
Starting Vehicle,51.02948822953904,50.61548663206682,68.34159536806361,Needs Improvement
Turning,80.91373261183394,52.09681715037527,75.63355574678755,Excellent
Turning,45.03885819353293,59.50356291113615,88.4095385279974,Needs Improvement
Turning,32.06334033330675,54.23057050887158,84.5712384829841,Needs Improvement
Stopping Vehicle,72.6929784980734,65.97099363965056,105.05462643495122,Good
Turning,34.76895120730612,59.8680582791745,77.27543036486395,Needs Improvement
Turning,49.523058720142075,48.07773578769888,69.08898406829377,Needs Improvement
Turning,79.15363419300778,69.955300077325,89.23577016811035,Good
Navigating Turns,45.03147123336227,80.11613895116032,126.08958766904829,Needs Improvement
Stopping Vehicle,24.163025976809447,58.04724365956948,92.72784103071,Needs Improvement
Turning,67.59724573321682,68.94624274657698,90.87457203682854,Needs Improvement
Stopping Vehicle,73.377978642195,60.76253591616231,102.88850145349791,Good
Stopping Vehicle,69.66525152973438,68.604983305269,89.45536982842097,Needs Improvement
Turning,45.21107358097487,57.52152097707929,77.31095272047172,Needs Improvement
Turning,49.4361913699115,63.29493170098275,87.44491271631497,Needs Improvement
Turning,48.63831728304152,52.26530258409327,85.5145253724314,Needs Improvement
Turning,84.44980672252021,57.99997399800358,90.89880125368953,Good
Turning,69.45703264263334,40.16103485306602,66.61260635722385,Needs Improvement
Stopping Vehicle,47.897563069845425,78.07094756704288,100.63514001292954,Needs Improvement
Stopping Vehicle,59.87984983889377,88.30901862809287,115.5139682805946,Good
Starting Vehicle,45.90927544988042,33.48900013890292,49.7105930461952,Needs Improvement
Starting Vehicle,55.52499271778026,40.05371223836947,56.35777739650446,Needs Improvement
Stopping Vehicle,64.94276013786383,84.46744743043216,102.60212099078838,Needs Improvement
Stopping Vehicle,68.32080644077963,72.93258573059363,113.19823093992913,Needs Improvement
Stopping Vehicle,73.09455078650329,88.61435961698497,116.00501416019671,Good
Starting Vehicle,77.8534290880091,42.22183269863514,61.62874301436154,Good
Starting Vehicle,91.52892643297498,56.28171782174094,72.57927090371935,Excellent
Starting Vehicle,64.79843050734108,31.793902390297713,59.4132608605237,Needs Improvement
Stopping Vehicle,52.1483107454746,66.06424524079314,103.77889285544154,Needs Improvement
Starting Vehicle,85.08215314853793,41.21644012315,66.01049624995495,Excellent
Turning,40.12418489818473,60.690102848333176,75.39032079891318,Needs Improvement
Starting Vehicle,79.03041100945569,43.695883243386966,75.43817701438105,Good
Turning,81.16881316680353,56.58394431164756,74.88997710681294,Excellent
Turning,61.05312255504337,61.16659454479578,87.5061185257734,Needs Improvement
Stopping Vehicle,37.9705571732503,68.29162773210217,98.56494710084175,Needs Improvement
Starting Vehicle,80.14169604375249,33.52951541725854,51.26820300419006,Excellent
Starting Vehicle,87.67337352192816,42.1850738729613,67.47789664972572,Excellent
Starting Vehicle,97.70109214880551,41.221655507171846,54.267656212653165,Excellent
Starting Vehicle,33.11816774475703,33.15862399171982,49.93487991802135,Needs Improvement
Starting Vehicle,49.83762400269833,43.64142537209337,61.40680151228156,Needs Improvement
Turning,85.01627792243428,63.96110368631498,83.37950133362007,Excellent
Turning,63.83384160732429,67.05457907986631,101.39850849430019,Needs Improvement
Starting Vehicle,94.50934033613774,33.01112564986647,44.25146517553185,Excellent
Starting Vehicle,90.05922740251255,33.44665246252052,51.1297857626063,Excellent
Turning,29.57939736405979,57.403517531691605,90.47754872673244,Needs Improvement
Turning,76.79278705291273,77.33813403644493,103.10335364077591,Good
Starting Vehicle,52.11666894767129,40.57293807792879,66.80781927941804,Needs Improvement
Starting Vehicle,49.56538708720931,30.346799197188954,37.635260892309404,Needs Improvement
Starting Vehicle,44.702611907153376,41.37559435218748,60.543087641229064,Needs Improvement
Turning,62.15768864529486,62.06228454681229,87.9739810309041,Needs Improvement
Starting Vehicle,76.02407646159826,43.2741143656403,59.239594780440676,Good
Starting Vehicle,83.3380366424118,52.20455307523285,78.95201107861139,Excellent
Turning,78.09799284465578,64.77603237337208,78.52676873707803,Good
Stopping Vehicle,58.646542033650476,82.16238752695665,103.44017988040444,Needs Improvement
Turning,41.21781342188634,61.7469229599255,86.98480274063213,Needs Improvement
Stopping Vehicle,58.13415894051822,66.28899936426377,105.81884404631711,Needs Improvement
Starting Vehicle,84.27548866585501,41.510104011505874,62.084491914871904,Excellent
Starting Vehicle,66.43937828693885,33.62426151052325,51.1846203991651,Needs Improvement
Starting Vehicle,43.53172610094874,61.63252730721015,82.87577822084586,Needs Improvement
Navigating Turns,37.23865071808433,121.68340204628184,146.806391586228,Excellent
Stopping Vehicle,44.375362362044065,71.75694013847979,95.45614990146709,Needs Improvement
Turning,25.306491105578584,49.9741316539905,70.73503454672492,Needs Improvement
Navigating Turns,91.30749969850754,111.60307685595697,151.1943117373163,Excellent
Navigating Turns,54.0765552923829,94.01944016711185,145.56918497129027,Needs Improvement
Navigating Turns,66.26224255195058,99.19837910296029,125.33439563477666,Needs Improvement
Turning,26.95535273296386,66.00659405794306,89.44614748368394,Needs Improvement
Starting Vehicle,95.18316380446348,48.024129664279734,73.00928851770063,Excellent
Starting Vehicle,57.87859077449677,34.74693701835866,50.23319843381181,Needs Improvement
Turning,90.66873957204774,80.27861500725187,104.24473791000527,Excellent
Stopping Vehicle,63.61741875260815,96.65316310259738,119.27224699432735,Needs Improvement
Starting Vehicle,92.8769921290052,55.65533916898266,73.40347961483627,Excellent
Starting Vehicle,95.1435536253042,42.68424655636821,55.77640549157435,Excellent
Turning,37.8587394423471,53.96906406273243,76.26262988079442,Needs Improvement
Turning,69.07859019401289,75.73760576750361,89.80661547218617,Needs Improvement
Starting Vehicle,75.03308111486707,58.31156138473217,88.38836676338704,Good
Starting Vehicle,68.78490062487553,40.32517859894205,70.202730259125,Needs Improvement
Starting Vehicle,100.0,37.655929301768595,65.78884666113596,Excellent
Turning,43.471252765235825,61.130340322304924,78.24154222307776,Needs Improvement
Turning,72.68831939416177,68.89161719155057,91.17209251973212,Good
Stopping Vehicle,60.24626809797721,78.63674872229166,101.36939504935313,Needs Improvement
Starting Vehicle,87.98136060380851,59.05219533357646,81.34342150046932,Excellent
Navigating Turns,38.84506505098424,63.65687872992298,106.10509518589626,Needs Improvement
Stopping Vehicle,26.670672231321834,85.38062793070256,114.87292600752917,Needs Improvement
Stopping Vehicle,57.29538918119536,62.24604223697392,77.77136768066073,Needs Improvement
Starting Vehicle,76.64561344811794,59.64304892319573,70.91495476648069,Good
Starting Vehicle,83.55238763468562,55.388998572595376,64.6454191695424,Excellent
Stopping Vehicle,62.60431602656644,71.53579038800115,110.90106078136016,Needs Improvement
Starting Vehicle,75.79207504422595,42.59281852391026,73.73292731122791,Good
Stopping Vehicle,33.5103720756307,61.56103786451952,85.95529507441825,Needs Improvement
Stopping Vehicle,34.89638718729845,54.55556642677307,72.59008466355937,Needs Improvement
Starting Vehicle,37.08501370284794,58.58434599747247,76.51556914482252,Needs Improvement
Stopping Vehicle,82.43888294752949,56.55131467188979,89.02069607231213,Excellent
Navigating Turns,33.11966219910656,67.94579044011346,106.7111746685122,Needs Improvement
Starting Vehicle,34.29154183206877,62.83596127123363,90.64400468086019,Needs Improvement
Turning,79.87277304997605,76.11466464456784,104.21532566619369,Good
Starting Vehicle,77.2389302541079,33.008318405619534,55.31356353770837,Good
Turning,70.55937451842962,82.56493991286847,107.38506903026529,Excellent
Starting Vehicle,31.93695768300474,61.72238022701337,80.63151647597346,Needs Improvement
Starting Vehicle,84.32760800418626,46.52132338209816,60.42720631275414,Excellent
Starting Vehicle,32.668214063274014,46.56158605568905,57.915975946144734,Needs Improvement
Turning,35.358611755732866,74.28470004768995,105.1021864018355,Needs Improvement
Starting Vehicle,29.397284654904087,35.143286048882835,59.05434105347427,Needs Improvement
Starting Vehicle,100.0,46.936592226844496,67.00105588248523,Excellent
Starting Vehicle,92.30618865468206,49.18688932298451,61.96753795883404,Excellent
Turning,47.3040525649506,58.93498318323462,85.60338195162174,Needs Improvement
Starting Vehicle,32.539317880335005,52.45810290753844,71.59015683344566,Needs Improvement
Stopping Vehicle,74.69977509156942,85.19175626880097,103.65934035968486,Good
Stopping Vehicle,37.930471963079825,52.49755755996664,84.16990720968568,Needs Improvement
Turning,37.81654544398625,64.51059915141602,84.20283966095137,Needs Improvement
Turning,65.48823343395107,73.3096994350772,96.89939688960403,Needs Improvement
Starting Vehicle,99.69491336120552,36.370992849830905,52.944417750193544,Excellent
Turning,77.47207497110071,49.73872679701367,82.36183089398483,Good
Turning,61.97139677140542,59.627864133205605,82.88690302466085,Needs Improvement
Turning,96.8024980338068,68.02514231926727,82.04782596684346,Excellent
Starting Vehicle,73.41842127840387,58.10271829025564,81.57719737944309,Excellent
Starting Vehicle,64.9186017355968,41.686737721539444,47.93751540252921,Needs Improvement
Turning,48.54876596267712,45.48523245662658,75.48781839237385,Needs Improvement
Stopping Vehicle,63.82923249260461,58.60885688615725,83.24606679309203,Needs Improvement
Starting Vehicle,64.55922462303438,26.534177552104243,38.30549374154852,Needs Improvement
Turning,40.61368622796012,79.85123571058082,110.56916158440923,Needs Improvement
Turning,84.08726498152424,75.51792962073637,94.43194904283475,Excellent
Turning,50.062915393985115,46.12713549880247,64.7570574285012,Needs Improvement
Turning,80.70598659859253,70.45078210307923,88.25092664697237,Excellent
Stopping Vehicle,65.96871713488054,61.823668211592675,91.40187395819935,Needs Improvement
Starting Vehicle,82.0349990853523,40.86981438156372,56.539202999116036,Excellent
Turning,53.55514836586727,61.841952174035704,88.39242132739388,Needs Improvement
Starting Vehicle,77.39560706910066,54.96902223906446,80.50328243092574,Good
Starting Vehicle,85.86554467051796,53.96912347339075,79.92188928400991,Excellent
Starting Vehicle,71.94540623595846,33.09236706294019,63.11754064856428,Good
Starting Vehicle,59.32027880117281,53.67350226732352,65.77448234994134,Needs Improvement
Stopping Vehicle,48.063789107916875,50.879388804722545,89.83629104851835,Needs Improvement
Turning,96.64840250630233,38.11252455890362,75.85797282132995,Excellent
Navigating Turns,51.8625169863143,112.04177029985576,154.7477075355514,Needs Improvement
Turning,65.92577929875546,70.64338893344271,101.29546246126246,Needs Improvement
Stopping Vehicle,56.85469257791211,89.98853668039813,120.86874015152705,Needs Improvement
Turning,68.14893271547739,47.51545720571604,66.2108001786228,Needs Improvement
Starting Vehicle,89.42236865227744,51.742438777335,68.09455552923302,Excellent
Starting Vehicle,39.55938662680865,39.892684624144664,66.59338545419513,Needs Improvement
Navigating Turns,70.88215463820774,90.97234267544987,124.0402831958352,Good
Navigating Turns,59.83294583419101,100.70383373623189,129.59481582386425,Needs Improvement
Starting Vehicle,58.51246396320575,51.71279294362251,64.6346334563288,Needs Improvement
Navigating Turns,40.58927706242471,111.25573934606939,152.3268791065497,Needs Improvement
Starting Vehicle,33.79479079073141,42.75894412236399,53.578167033213894,Needs Improvement
Starting Vehicle,46.14648604368171,58.777145092479046,79.21562880102283,Needs Improvement
Stopping Vehicle,51.209167873742764,72.91323218051339,102.46705649566147,Needs Improvement
Starting Vehicle,60.4637577223361,54.255562120244676,83.16303880050593,Needs Improvement
Stopping Vehicle,58.674440014187326,91.61936483663277,126.17165942109082,Needs Improvement
Turning,72.64492217715417,49.439870355107736,67.4776555515779,Good
Starting Vehicle,82.71618143332785,56.348454071994844,76.78795142442927,Excellent
Navigating Turns,40.49867706613693,104.12901488179824,146.52506567134787,Needs Improvement
Navigating Turns,34.79080818876699,107.68547290807115,157.44787825099746,Needs Improvement
Starting Vehicle,75.73325600117633,46.74558892346089,56.54261158093429,Good
Starting Vehicle,43.786312217691844,46.001215219218885,58.011001975490935,Needs Improvement
Starting Vehicle,84.73161441516339,52.62590280764131,69.13101325362061,Excellent
Starting Vehicle,75.94274747305461,51.334286495832956,67.56784527553336,Good
Starting Vehicle,97.2234391553737,44.98448778568473,82.79768543985134,Excellent
Turning,68.32801895439574,57.242353905402325,85.45392133615098,Needs Improvement
Turning,48.72837771522878,44.33684303562656,66.84879151580286,Needs Improvement
Starting Vehicle,58.99712818224353,57.76861730692894,82.74795324238882,Needs Improvement
Starting Vehicle,39.23620169992893,54.72503399562565,79.45635014496723,Needs Improvement
Turning,46.900853627388344,69.63849871416633,102.36139659038226,Needs Improvement
Starting Vehicle,38.04554046415045,56.40630474103573,74.17950676470348,Needs Improvement
Turning,49.21566973981424,43.557430700048606,68.82233768753362,Needs Improvement
Starting Vehicle,42.09248593927084,54.14284402593974,76.00200688904698,Needs Improvement
Navigating Turns,46.50703451571072,114.22443307260815,162.5580409006801,Needs Improvement
Turning,65.3113268366784,57.65794874511118,72.9604784718129,Needs Improvement
Turning,46.33078599908992,75.70256008503623,97.26404900782863,Needs Improvement
Starting Vehicle,31.233945514064587,62.3418338413025,92.05024464388515,Needs Improvement
Starting Vehicle,52.98513628606988,51.137707075652465,79.96204486190075,Needs Improvement
Turning,57.65615578971428,44.837442966118985,76.44174338357563,Needs Improvement
Starting Vehicle,74.71085733789775,35.21330402976191,47.282986237455816,Good
Starting Vehicle,40.65190081980305,57.545952824713424,80.96046018346915,Needs Improvement
Starting Vehicle,61.13437895554116,43.57115655008338,69.49783807749188,Needs Improvement
Starting Vehicle,37.393031201638124,63.91964209492311,82.31594388690353,Needs Improvement
Turning,64.35926877770946,63.654588969252835,90.89214835521479,Needs Improvement
Starting Vehicle,79.65800989196745,34.332377979591136,62.927729249507465,Good
Stopping Vehicle,35.06743882624524,70.95514088734996,112.4175036999147,Needs Improvement
Starting Vehicle,38.24522379234685,39.93548647974889,61.44574692081618,Needs Improvement
Turning,61.69712774608275,73.84259438940964,84.64257594179064,Needs Improvement
Turning,44.69884182182136,55.697429509750194,78.42008317674885,Needs Improvement
Stopping Vehicle,59.627836435447385,53.300153062496754,74.03944167793043,Good
Starting Vehicle,79.74483331986737,44.68457621793372,75.80629962230873,Good
Stopping Vehicle,26.5049528387499,85.80453307219044,105.752321111157,Needs Improvement
Starting Vehicle,37.94259117574807,26.794684994514846,41.597277463936244,Needs Improvement
Stopping Vehicle,37.68654521707601,77.14344504510827,103.17886266717238,Needs Improvement
Starting Vehicle,84.57128732650222,38.54498053120845,51.03261717959951,Excellent
Turning,26.30393111913491,78.91688599432246,89.65281854980215,Needs Improvement
Turning,82.54577001575387,47.21083627790569,73.2906578818608,Excellent
Turning,69.68862717031544,72.05353147902979,100.85670668562285,Needs Improvement
Stopping Vehicle,38.927955697850514,79.02716168572731,104.90489692837863,Needs Improvement
Stopping Vehicle,73.2855092481426,73.1237147738581,112.0462348328684,Good
Stopping Vehicle,59.2787820256966,82.59139786895891,112.42307061882978,Needs Improvement
Turning,81.77978854505372,79.00393881601615,97.22062529243792,Excellent
Starting Vehicle,80.51441978499447,52.06424326173884,69.71436496935759,Excellent
Starting Vehicle,62.652732704645935,43.58196521675808,67.24908821350859,Needs Improvement
Starting Vehicle,55.13617083832234,52.95959101477843,67.99333014661354,Needs Improvement
Turning,48.370426503896724,43.83158386097938,75.19372486005322,Needs Improvement
Stopping Vehicle,59.934298453164715,95.85614119186312,129.1477912943904,Needs Improvement
Turning,47.193289137269645,74.3147587934799,108.59919660301483,Needs Improvement
Starting Vehicle,51.31976449523035,48.28435932582703,62.92458150829115,Needs Improvement
Turning,42.50032938793344,78.70304314581014,104.18656036396503,Needs Improvement
Turning,57.21564162897835,47.08547188992847,83.84340984278901,Needs Improvement
Stopping Vehicle,44.84503539644302,95.48801468643754,126.0482459336691,Needs Improvement
Starting Vehicle,59.151890410113715,29.457280374378513,55.73863283937461,Needs Improvement
Stopping Vehicle,47.27798991545889,63.31887669976278,96.86983376345317,Needs Improvement
Starting Vehicle,62.90562290363549,38.83641261305073,61.25373612124106,Needs Improvement
Stopping Vehicle,74.28970305092365,65.66604968541668,93.16477882076538,Good
Starting Vehicle,77.31588941848656,50.75528448100624,55.29741644483339,Good
Stopping Vehicle,75.28005600859267,85.16282334638537,117.25369552093929,Good
Navigating Turns,75.37021001392019,115.00156402125131,146.48858794485284,Good
Turning,41.0327707329499,51.9132269375873,85.81795915878703,Needs Improvement
Stopping Vehicle,38.19376805863513,96.49807027444282,127.97758481652224,Needs Improvement
Starting Vehicle,89.8032089823639,34.74453269359635,54.398189154624895,Excellent
Turning,84.13159360444834,46.10548548117484,76.87193860722047,Excellent
Stopping Vehicle,69.73847818030207,58.81535597833031,76.643557692436,Needs Improvement
Stopping Vehicle,63.74285108974168,89.16050883500098,123.5335390178829,Needs Improvement
Starting Vehicle,96.59711810327374,55.09308385705482,81.14524717760989,Excellent
Starting Vehicle,69.19559717361281,33.07665339731201,53.920036126384915,Needs Improvement
Stopping Vehicle,41.5017794697793,89.37663112933376,124.23026118601187,Needs Improvement
Turning,83.26214786547864,49.52645935829313,80.73409196384861,Excellent
Starting Vehicle,73.06764261047037,50.71392931246862,77.36040510502072,Good
Stopping Vehicle,78.64196686752115,60.78561506840416,83.67057109414186,Good
Turning,45.83642020027168,46.57369471140698,82.2794683728631,Needs Improvement
Turning,68.66269913227103,62.50184329557565,90.17875806980491,Needs Improvement
Starting Vehicle,55.7123203253212,26.490398878250826,53.389830342489496,Needs Improvement
Starting Vehicle,52.89468827301313,61.34315077485882,70.83224119276936,Needs Improvement
Navigating Turns,73.71351531601934,78.55237613247405,121.08576365876252,Good
Stopping Vehicle,47.80936997016873,61.081641889137174,93.34088486866943,Needs Improvement
Navigating Turns,71.49592179201687,82.9531630496027,112.40400342145175,Good
Starting Vehicle,20.687540526332114,40.538820079541225,64.04207790041144,Needs Improvement
Turning,35.94958322149149,77.76857435381294,105.23563637344785,Needs Improvement
Starting Vehicle,81.96468619687009,36.59933761713689,60.32084060783888,Excellent
Stopping Vehicle,53.030656508476845,71.1332233972037,102.83025392646111,Needs Improvement
Stopping Vehicle,27.153398478509235,59.743139856731695,86.82436293858598,Needs Improvement
Starting Vehicle,74.09253560331054,45.088449080541196,58.83406702147583,Good
Stopping Vehicle,43.18360571949016,78.37220720857988,99.07644229241852,Needs Improvement
Navigating Turns,33.16890686712897,64.85367090701205,101.24347866050266,Needs Improvement
Starting Vehicle,74.83892299946369,55.4716795929558,75.78753032508479,Good
Stopping Vehicle,83.58762740296743,81.9317348822294,110.27060684088603,Excellent
Turning,61.723839244146724,66.29094177190989,86.82727648344125,Needs Improvement
Turning,56.65193563201927,78.7653414940612,91.11256650607449,Needs Improvement
Turning,84.64763965745202,48.61184149009998,62.089047062651126,Excellent
Turning,58.380246499150346,62.611923277265504,84.4406298483926,Needs Improvement
Navigating Turns,88.85506687610778,65.51529633683049,112.66254617928725,Excellent
Stopping Vehicle,59.436787354790155,92.59059557320315,125.24630079297901,Needs Improvement
Turning,73.13792216756814,39.97821801561028,70.60996472116449,Good
Starting Vehicle,49.319317392819315,51.38866587193353,62.1226454147719,Needs Improvement
Stopping Vehicle,51.66143710215485,72.41215725436138,103.52922317186737,Needs Improvement
Turning,36.04088408047015,70.51030908906883,89.17649637476333,Needs Improvement
Stopping Vehicle,74.87138886530785,54.98578432444304,86.54924798520739,Good
Starting Vehicle,83.58863435105881,42.090132386392895,66.57920272890115,Excellent
Starting Vehicle,70.20354396022172,49.64667966403502,67.31317014135276,Good
Stopping Vehicle,40.49531281456401,62.20542147300011,83.8435156704397,Needs Improvement
Turning,73.86837293301319,68.64393232272816,108.44265390996019,Good
Turning,47.002817294684455,77.11530123278942,111.02088171462671,Needs Improvement
Turning,58.906496028868155,57.07838087768005,87.79706742168258,Needs Improvement
Turning,43.54402054247427,61.60934540354084,87.35700723609854,Needs Improvement
Starting Vehicle,100.0,29.8988507859944,57.1076123286466,Excellent
Navigating Turns,85.3566456114084,107.10704367514221,141.47250218512875,Excellent
Stopping Vehicle,63.60736526040878,66.78800874021306,88.49654249211484,Needs Improvement
Turning,53.214888370693245,57.06391776079465,85.04304911544284,Needs Improvement
Turning,73.24191250059633,64.18157427572388,85.12166494155065,Good
Starting Vehicle,52.12226806558031,35.503399707207755,53.60778752776302,Needs Improvement
Starting Vehicle,90.78877776705637,60.87980717733296,80.42365352677324,Excellent
Turning,57.14005047705243,47.62599442247271,78.8789300750271,Needs Improvement
Starting Vehicle,71.61622082731591,48.70517350154374,77.31442637760166,Good
Stopping Vehicle,37.92579830477417,81.88810121978509,118.44360155161996,Needs Improvement
Turning,88.25899715213536,64.61521882515487,80.43492242654342,Excellent
Starting Vehicle,54.47733763610526,33.71696286797811,62.492358950100545,Needs Improvement
Turning,77.91624606123307,51.233003776337654,81.51703639779308,Good
Turning,63.09067161518247,50.964256866246835,70.54266579333466,Needs Improvement
Starting Vehicle,49.078006498601866,36.632023934187956,55.22847775249749,Needs Improvement
Starting Vehicle,73.96727351943312,32.068722181919895,58.58326449987199,Good
Starting Vehicle,61.57593706524432,42.7602862806508,59.476373784226475,Needs Improvement
Turning,70.55701590482079,55.542183602060014,83.71883722433395,Good
Stopping Vehicle,64.9624076436265,91.0689155457808,122.05533920447269,Needs Improvement
Turning,51.17926617397798,50.05334875030396,80.93763028938093,Needs Improvement
Stopping Vehicle,65.34568907659101,87.93950386349782,125.12910220516514,Needs Improvement
Navigating Turns,30.93822719596505,97.21543250798608,128.82052133256178,Needs Improvement
Stopping Vehicle,63.830732380542905,58.56595618736921,97.83303754265017,Needs Improvement
Starting Vehicle,31.502248785544992,60.37228835447796,89.85981594467087,Needs Improvement
Starting Vehicle,59.5107851289635,51.939294256798824,64.6129306428545,Needs Improvement
Starting Vehicle,31.050562965970634,38.62227176411489,56.47267308120264,Needs Improvement
Turning,56.57263174810315,43.69553947112168,74.08664964971742,Needs Improvement
Stopping Vehicle,59.1307327776705,76.43211325638539,112.47976814482793,Needs Improvement
Turning,69.21892246685347,46.60103098601898,74.80909621554356,Needs Improvement
Starting Vehicle,73.84715682342754,34.710691899149246,62.0367836894371,Good
Stopping Vehicle,49.12655113714705,56.33782887238564,87.73577948912127,Needs Improvement
Turning,33.168020122747976,70.70759025424073,93.03402607891447,Needs Improvement
Turning,77.63115502428529,74.35659554471674,110.23609474351477,Good
Starting Vehicle,48.05364746302547,50.9387882772199,76.60660454980273,Needs Improvement
Stopping Vehicle,48.76744792066615,95.17031416145149,130.03727620484383,Needs Improvement
Turning,78.41232252390962,42.87214503264628,68.5258978371985,Good
Starting Vehicle,60.294495073377895,54.405888692583154,75.67893048734066,Needs Improvement
Starting Vehicle,97.25877657324855,54.00945768474287,78.5415339499886,Excellent
Starting Vehicle,41.36849396805642,38.96512509618272,67.98388369413117,Needs Improvement
Turning,35.64820497310794,72.60125321830829,99.73847866300414,Excellent
Stopping Vehicle,53.787104194782785,67.66717235764241,96.6900419400989,Needs Improvement
Stopping Vehicle,75.22441031746172,59.372605944868944,85.95242977672325,Good
Navigating Turns,56.13262835385468,89.07990205636773,131.80962506052126,Needs Improvement
Turning,57.91016310789816,65.66064888922648,85.72053273974754,Needs Improvement
Navigating Turns,84.19958005538868,101.37932152583905,148.72454418679726,Excellent
Stopping Vehicle,52.999412403599116,88.71161881311441,127.14993735429664,Needs Improvement
Starting Vehicle,69.15119080273709,50.075583783391515,64.43450340171113,Needs Improvement
Navigating Turns,34.59094191341105,65.96107325993908,101.29093422698666,Needs Improvement
Stopping Vehicle,74.3808729317925,56.902066150168224,81.99696150238933,Good
Stopping Vehicle,28.047862551856106,85.41913832367126,111.1662624139955,Needs Improvement
Starting Vehicle,53.360812755295115,43.28941436469331,63.162802903597466,Needs Improvement
Stopping Vehicle,35.985985462870964,51.66084640916601,80.96684684414005,Needs Improvement
Starting Vehicle,86.21388044868279,27.798044052547567,51.574727930212255,Excellent
Turning,98.56726547093788,66.5616365488277,99.47646014828611,Excellent
Turning,56.037073742938546,78.81918896844164,101.63139795339335,Needs Improvement
Starting Vehicle,53.7675180667737,36.90246825148509,53.01838307384795,Needs Improvement
Turning,42.136794680660316,78.57740039581839,95.09934531443034,Needs Improvement
Turning,76.00915238467822,47.34503569096141,79.26576509734832,Good
Starting Vehicle,46.74605281193743,40.39420496623878,49.772417593670625,Needs Improvement
Turning,44.227283160985436,78.10464012892704,93.19680155094815,Needs Improvement
Stopping Vehicle,56.97469279262006,86.43026763682454,114.32174267997351,Needs Improvement
Stopping Vehicle,68.67604227998252,69.6092036382069,104.02181296945764,Needs Improvement
Starting Vehicle,42.228797073307256,35.314114656308405,64.36377943730419,Needs Improvement
Starting Vehicle,48.33377079139462,41.24102409251115,57.95833455641349,Needs Improvement
Turning,53.86358646696352,54.098674035129456,74.56506892218461,Needs Improvement
Starting Vehicle,72.77436853071463,43.422392224774626,76.48235816965041,Good
Navigating Turns,42.33262077574548,58.59555350384602,100.65358884759057,Needs Improvement
